Location,size,Area,Price,area_per_bhk,price_per_area
Kalyan West,1,605,5250000,605.0,8677.685950413223
Kalyan West,1,650,6050000,650.0,9307.692307692309
Kalyan West,1,607,4800000,607.0,7907.7429983525535
Kalyan West,1,600,12200000,600.0,20333.333333333332
Kalyan West,2,800,12000000,400.0,15000.0
Kalyan West,1,600,3500000,600.0,5833.333333333333
Kalyan West,1,600,3250000,600.0,5416.666666666667
Kalyan West,2,900,18000000,450.0,20000.0
Kalyan West,2,1050,15000000,525.0,14285.714285714286
Kalyan West,2,800,9600000,400.0,12000.0
Kalyan West,2,960,15000000,480.0,15625.0
Kalyan West,1,585,7400000,585.0,12649.57264957265
Kalyan West,2,800,8500000,400.0,10625.0
Kalyan West,1,635,11500000,635.0,18110.23622047244
Kalyan West,1,740,13200000,740.0,17837.837837837837
Kalyan West,1,740,8000000,740.0,10810.81081081081
Kalyan West,1,735,10000000,735.0,13605.442176870749
Kalyan West,1,725,4700000,725.0,6482.758620689655
Kalyan West,2,868,20000000,434.0,23041.474654377882
Kalyan West,1,720,4300000,720.0,5972.222222222223
Kalyan West,1,595,3200000,595.0,5378.151260504202
Kalyan West,2,999,18000000,499.5,18018.018018018018
Kalyan West,1,390,3400000,390.0,8717.948717948719
Kalyan West,1,350,3300000,350.0,9428.57142857143
Kalyan West,1,700,5690000,700.0,8128.571428571428
Kalyan West,1,650,8413000,650.0,12943.076923076924
Kalyan West,1,555,3150000,555.0,5675.675675675676
Kalyan West,1,600,4699000,600.0,7831.666666666667
Kalyan West,1,600,10100000,600.0,16833.333333333332
Kalyan West,1,585,7998999,585.0,13673.502564102564
Kalyan West,1,600,3300000,600.0,5500.0
Kalyan West,1,607,4200000,607.0,6919.275123558485
Kalyan West,1,688,4500000,688.0,6540.697674418605
Kalyan West,1,768,3800000,768.0,4947.916666666667
Kalyan West,1,565,4100000,565.0,7256.637168141593
Kalyan West,1,650,4100000,650.0,6307.692307692308
Kalyan West,1,650,6300000,650.0,9692.307692307691
Kalyan West,1,650,3250000,650.0,5000.0
Kalyan West,1,600,4500000,600.0,7500.0
Kalyan West,1,650,5500000,650.0,8461.538461538461
Kalyan West,1,650,9200000,650.0,14153.846153846154
Kalyan West,2,964,9700000,482.0,10062.240663900415
Kalyan West,1,750,9700000,750.0,12933.333333333334
Kalyan West,1,600,3500000,600.0,5833.333333333333
Kalyan West,2,1000,13000000,500.0,13000.0
Kalyan West,1,635,7000000,635.0,11023.622047244095
Kamothe,1,620,4000000,620.0,6451.612903225807
Kamothe,1,619,5425000,619.0,8764.135702746365
Kamothe,1,710,5700000,710.0,8028.169014084507
Kamothe,1,650,5000000,650.0,7692.307692307692
Kamothe,1,638,4050000,638.0,6347.962382445141
Kamothe,1,420,3000000,420.0,7142.857142857143
Kamothe,1,850,5200000,850.0,6117.64705882353
Kamothe,1,620,5460000,620.0,8806.451612903225
Kamothe,1,600,4800000,600.0,8000.0
Kamothe,1,653,4800000,653.0,7350.689127105667
Kamothe,1,610,5700000,610.0,9344.262295081968
Kamothe,1,670,4000000,670.0,5970.149253731343
Kamothe,1,610,5700000,610.0,9344.262295081968
Kamothe,1,670,4000000,670.0,5970.149253731343
Kamothe,1,650,9000000,650.0,13846.153846153846
Kamothe,1,665,9000000,665.0,13533.834586466166
Kamothe,1,555,2800000,555.0,5045.045045045045
Kamothe,1,600,7000000,600.0,11666.666666666666
Kamothe,1,630,10400000,630.0,16507.93650793651
Kamothe,1,605,5000000,605.0,8264.462809917355
Kamothe,1,600,5100000,600.0,8500.0
Kamothe,1,605,7900000,605.0,13057.851239669422
Kamothe,1,600,4950000,600.0,8250.0
Kamothe,1,635,5300000,635.0,8346.456692913385
Kamothe,1,650,23000000,650.0,35384.61538461538
Kamothe,2,1095,25000000,547.5,22831.0502283105
Kamothe,2,1110,27500000,555.0,24774.774774774774
Kamothe,2,1168,20000000,584.0,17123.287671232876
Kamothe,1,550,4500000,550.0,8181.818181818182
Kamothe,3,2000,21500000,666.6666666666666,10750.0
Kamothe,1,655,19000000,655.0,29007.63358778626
Kamothe,1,640,3800000,640.0,5937.5
Kamothe,1,660,18000000,660.0,27272.727272727272
Kamothe,1,650,17000000,650.0,26153.846153846152
Kamothe,1,640,25000000,640.0,39062.5
Kamothe,2,1103,16200000,551.5,14687.216681776972
Kamothe,2,1010,13200000,505.0,13069.30693069307
Kamothe,3,1400,15000000,466.6666666666667,10714.285714285714
Kamothe,2,1050,39000000,525.0,37142.857142857145
Kandivali East,3,1810,27799999,603.3333333333334,15359.11546961326
Kandivali East,3,1600,25000000,533.3333333333334,15625.0
Kandivali East,3,1170,28200000,390.0,24102.5641025641
Kandivali East,2,764,16800000,382.0,21989.52879581152
Kandivali East,2,820,18600000,410.0,22682.926829268294
Kandivali East,4,1890,28000000,472.5,14814.814814814816
Kandivali East,3,1475,31000000,491.6666666666667,21016.949152542373
Kandivali East,3,1350,24500000,450.0,18148.14814814815
Kandivali East,3,1786,31500000,595.3333333333334,17637.178051511757
Kandivali East,4,1920,47000000,480.0,24479.166666666668
Kandivali East,1,400,6100000,400.0,15250.0
Kandivali East,1,400,7000000,400.0,17500.0
Kandivali East,4,2450,35000000,612.5,14285.714285714286
Kandivali East,3,1165,18000000,388.3333333333333,15450.643776824034
Kandivali East,1,525,8200000,525.0,15619.047619047618
Kandivali East,3,1667,33000000,555.6666666666666,19796.04079184163
Kandivali East,1,400,6400000,400.0,16000.0
Kandivali East,4,2415,31500000,603.75,13043.478260869566
Kandivali East,4,2415,31500000,603.75,13043.478260869566
Kandivali East,1,510,8100000,510.0,15882.35294117647
Kandivali East,1,510,8100000,510.0,15882.35294117647
Kandivali East,2,999,32500000,499.5,32532.532532532532
Kandivali East,1,525,7400000,525.0,14095.238095238095
Kandivali East,1,525,11100000,525.0,21142.85714285714
Kandivali East,5,5320,65000000,1064.0,12218.045112781954
Kandivali East,6,2590,16500000,431.6666666666667,6370.656370656371
Kandivali East,3,1065,18900000,355.0,17746.478873239437
Kandivali East,2,900,20000000,450.0,22222.222222222223
Kandivali East,1,525,16000000,525.0,30476.190476190477
Kandivali East,2,860,15500000,430.0,18023.25581395349
Kandivali East,2,995,22500000,497.5,22613.065326633165
Kandivali East,3,1655,27000000,551.6666666666666,16314.199395770393
Kandivali East,3,1325,31500000,441.6666666666667,23773.584905660377
Kandivali East,1,525,9600000,525.0,18285.714285714286
Kandivali East,1,700,8500000,700.0,12142.857142857143
Kandivali East,3,1250,22500000,416.6666666666667,18000.0
Kandivali East,1,465,11500000,465.0,24731.182795698925
Kandivali East,3,1325,26500000,441.6666666666667,20000.0
Kandivali East,1,515,11500000,515.0,22330.09708737864
Kandivali East,1,550,13000000,550.0,23636.363636363636
Kandivali East,2,845,21600000,422.5,25562.13017751479
Kandivali East,3,1202,32700000,400.6666666666667,27204.658901830284
Kandivali East,3,1750,27000000,583.3333333333334,15428.57142857143
Kandivali East,3,1750,27900000,583.3333333333334,15942.857142857143
Kandivali East,2,800,21500000,400.0,26875.0
Kandivali East,1,645,22500000,645.0,34883.72093023256
Kandivali East,1,560,17900000,560.0,31964.285714285714
Kandivali East,1,570,8000000,570.0,14035.087719298246
Kandivali East,1,495,5300000,495.0,10707.070707070707
Kandivali East,1,650,8900000,650.0,13692.307692307691
Kandivali East,3,1350,35000000,450.0,25925.925925925927
Kandivali East,4,2095,41900000,523.75,20000.0
Kandivali East,3,1627,46300000,542.3333333333334,28457.283343577135
Kandivali East,1,534,7909999,534.0,14812.732209737827
Kandivali East,1,553,7900000,553.0,14285.714285714286
Kandivali East,1,564,11299999,564.0,20035.459219858156
Kandivali East,1,744,5500000,744.0,7392.4731182795695
Kandivali East,1,393,4500000,393.0,11450.381679389313
Kandivali East,1,553,6800000,553.0,12296.564195298373
Kandivali East,1,450,3300000,450.0,7333.333333333333
Kandivali East,1,450,4554000,450.0,10120.0
Kandivali East,3,1350,22799999,450.0,16888.888148148148
Kandivali East,3,1400,22500000,466.6666666666667,16071.42857142857
Kandivali East,2,1050,32900000,525.0,31333.333333333332
Kandivali East,2,1050,26000000,525.0,24761.904761904763
Kandivali East,2,1090,24000000,545.0,22018.34862385321
Kandivali East,3,1600,32500000,533.3333333333334,20312.5
Kandivali East,3,1120,17500000,373.3333333333333,15625.0
Kandivali East,1,365,5000000,365.0,13698.630136986301
Kandivali East,2,1052,23000000,526.0,21863.11787072243
Kandivali East,1,575,19800000,575.0,34434.782608695656
Kandivali East,1,535,6190000,535.0,11570.093457943925
Kandivali East,3,1655,25000000,551.6666666666666,15105.740181268882
Kandivali East,2,1120,20000000,560.0,17857.14285714286
Kandivali West,2,800,12500000,400.0,15625.0
Kandivali West,3,1962,35300000,654.0,17991.845056065238
Kandivali West,3,1440,25000000,480.0,17361.11111111111
Kandivali West,1,765,9000000,765.0,11764.70588235294
Kandivali West,2,1050,15200000,525.0,14476.190476190477
Kandivali West,1,600,8800000,600.0,14666.666666666666
Kandivali West,3,1500,26500000,500.0,17666.666666666668
Kandivali West,3,1300,32000000,433.3333333333333,24615.384615384617
Kandivali West,3,1472,33000000,490.6666666666667,22418.478260869564
Kandivali West,2,1129,21000000,564.5,18600.531443755535
Kandivali West,2,839,16500000,419.5,19666.26936829559
Kandivali West,1,650,9300000,650.0,14307.692307692309
Kandivali West,1,562,9800000,562.0,17437.722419928825
Kandivali West,3,1505,39000000,501.6666666666667,25913.621262458473
Kandivali West,2,925,16000000,462.5,17297.297297297297
Kandivali West,2,864,17000000,432.0,19675.925925925927
Kandivali West,2,864,17000000,432.0,19675.925925925927
Kandivali West,2,840,16500000,420.0,19642.85714285714
Kandivali West,1,450,8900000,450.0,19777.777777777777
Kandivali West,2,888,16900000,444.0,19031.53153153153
Kandivali West,2,888,29200000,444.0,32882.882882882885
Kandivali West,2,830,25500000,415.0,30722.89156626506
Kandivali West,1,580,2000000,580.0,3448.2758620689656
Kandivali West,1,580,2000000,580.0,3448.2758620689656
Kandivali West,2,950,26000000,475.0,27368.42105263158
Kandivali West,1,605,2500000,605.0,4132.231404958678
Kandivali West,1,355,3800000,355.0,10704.225352112677
Kandivali West,1,350,4100000,350.0,11714.285714285714
Kandivali West,1,350,3900000,350.0,11142.857142857143
Kandivali West,1,380,3900000,380.0,10263.157894736842
Kandivali West,1,350,5200000,350.0,14857.142857142857
Kandivali West,1,410,3900000,410.0,9512.19512195122
Kandivali West,1,350,4000000,350.0,11428.57142857143
Kandivali West,1,350,4100000,350.0,11714.285714285714
Kandivali West,1,350,4100000,350.0,11714.285714285714
Kandivali West,1,350,3700000,350.0,10571.42857142857
Kandivali West,2,980,14500000,490.0,14795.918367346938
Kandivali West,3,1150,21000000,383.3333333333333,18260.869565217392
Kandivali West,1,520,7500000,520.0,14423.076923076924
Kandivali West,2,980,15500000,490.0,15816.326530612245
Kandivali West,2,900,25500000,450.0,28333.333333333332
Kandivali West,2,975,29000000,487.5,29743.589743589742
Kandivali West,1,560,18000000,560.0,32142.85714285714
Kandivali West,1,650,8100000,650.0,12461.538461538461
Kandivali West,2,990,18800000,495.0,18989.89898989899
Kandivali West,2,990,18900000,495.0,19090.909090909092
Kandivali West,2,990,18800000,495.0,18989.89898989899
Kandivali West,2,990,18800000,495.0,18989.89898989899
Kandivali West,2,990,18900000,495.0,19090.909090909092
Kandivali West,2,829,15100000,414.5,18214.716525934862
Kandivali West,1,610,3700000,610.0,6065.573770491803
Kandivali West,2,850,12500000,425.0,14705.882352941177
Kandivali West,2,780,16500000,390.0,21153.846153846152
Kandivali West,2,721,13500000,360.5,18723.994452149793
Kandivali West,2,721,13799999,360.5,19140.08183079057
Kandivali West,2,800,12000000,400.0,15000.0
Kandivali West,1,575,17500000,575.0,30434.782608695652
Kandivali West,2,1100,18000000,550.0,16363.636363636364
Kandivali West,1,525,17000000,525.0,32380.95238095238
Kandivali West,1,750,16000000,750.0,21333.333333333332
Kandivali West,1,610,9500000,610.0,15573.77049180328
Kanjurmarg,1,575,8500000,575.0,14782.608695652174
Kanjurmarg,1,575,8500000,575.0,14782.608695652174
Kanjurmarg,3,1300,23000000,433.3333333333333,17692.30769230769
Kanjurmarg,3,1300,23000000,433.3333333333333,17692.30769230769
Kanjurmarg,1,484,8500000,484.0,17561.98347107438
Kanjurmarg,1,620,10600000,620.0,17096.774193548386
Kanjurmarg,1,650,10800000,650.0,16615.384615384617
Kanjurmarg,2,1055,19900000,527.5,18862.55924170616
Kanjurmarg,3,1421,15900000,473.6666666666667,11189.303307529908
Kanjurmarg,3,1052,17500000,350.6666666666667,16634.980988593157
Kanjurmarg,2,1054,16800000,527.0,15939.278937381405
Karanjade,1,650,4700000,650.0,7230.7692307692305
Karanjade,1,690,4100000,690.0,5942.028985507246
Karanjade,1,670,4000000,670.0,5970.149253731343
Karanjade,1,654,4300000,654.0,6574.923547400612
Karanjade,1,630,3950000,630.0,6269.841269841269
Karanjade,1,635,3850000,635.0,6062.992125984252
Karanjade,1,625,3300000,625.0,5280.0
Karanjade,1,530,2850000,530.0,5377.358490566037
Karanjade,1,395,2100000,395.0,5316.455696202532
Karanjade,1,585,15200000,585.0,25982.905982905984
Karanjade,1,640,4700000,640.0,7343.75
Karanjade,1,685,3800000,685.0,5547.445255474453
Karanjade,1,685,11200000,685.0,16350.364963503649
Karanjade,2,984,12400000,492.0,12601.626016260163
Karanjade,1,690,4100000,690.0,5942.028985507246
Karanjade,1,640,6800000,640.0,10625.0
Karanjade,1,640,11000000,640.0,17187.5
Karanjade,2,1035,12500000,517.5,12077.294685990339
Karanjade,1,620,5300000,620.0,8548.387096774193
Karanjade,1,680,14600000,680.0,21470.58823529412
Karjat,1,700,2064000,700.0,2948.5714285714284
Karjat,1,600,2100000,600.0,3500.0
Karjat,1,700,2064000,700.0,2948.5714285714284
Karjat,1,688,2100000,688.0,3052.3255813953488
Karjat,1,700,2064000,700.0,2948.5714285714284
Karjat,1,688,2064000,688.0,3000.0
Karjat,1,700,2064000,700.0,2948.5714285714284
Karjat,1,688,2100000,688.0,3052.3255813953488
Karjat,1,700,2064000,700.0,2948.5714285714284
Karjat,1,688,2100000,688.0,3052.3255813953488
Karjat,1,700,2064000,700.0,2948.5714285714284
Khar West,2,900,2110000,450.0,2344.4444444444443
Khar West,4,2600,70000000,650.0,26923.076923076922
Khar West,4,1800,6800000,450.0,3777.777777777778
Khar West,4,1800,6800000,450.0,3777.777777777778
Khar West,3,1175,8300000,391.6666666666667,7063.829787234043
Khar West,4,3800,65000000,950.0,17105.263157894737
Khar West,3,1500,6500000,500.0,4333.333333333333
Khar West,4,2800,3600000,700.0,1285.7142857142858
Khar West,3,1196,32500000,398.6666666666667,27173.91304347826
Khar West,2,775,15500000,387.5,20000.0
Khar West,3,1600,15000000,533.3333333333334,9375.0
Khar West,2,1120,15500000,560.0,13839.285714285714
Khar West,2,942,2700000,471.0,2866.2420382165606
Kharghar,1,720,4850000,720.0,6736.111111111111
Kharghar,1,600,4500000,600.0,7500.0
Kharghar,1,650,6700000,650.0,10307.692307692309
Kharghar,1,650,4500000,650.0,6923.076923076923
Kharghar,1,665,5000000,665.0,7518.796992481203
Kharghar,4,2000,17000000,500.0,8500.0
Kharghar,3,1680,15000000,560.0,8928.57142857143
Kharghar,2,1060,11000000,530.0,10377.358490566037
Kharghar,2,1095,10500000,547.5,9589.04109589041
Kharghar,2,1150,10500000,575.0,9130.434782608696
Kharghar,1,680,4200000,680.0,6176.470588235294
Kharghar,4,2470,28000000,617.5,11336.032388663967
Kharghar,2,1025,9500000,512.5,9268.292682926829
Kharghar,2,950,9500000,475.0,10000.0
Kharghar,2,1197,13000000,598.5,10860.484544695071
Kharghar,2,1380,13700000,690.0,9927.536231884058
Kharghar,1,555,6000000,555.0,10810.81081081081
Kharghar,1,650,6200000,650.0,9538.461538461539
Kharghar,1,600,5000000,600.0,8333.333333333334
Kharghar,1,650,6500000,650.0,10000.0
Kharghar,1,700,5200000,700.0,7428.571428571428
Kharghar,1,646,4200000,646.0,6501.547987616099
Kharghar,1,560,5500000,560.0,9821.42857142857
Kharghar,1,670,5500000,670.0,8208.955223880597
Kharghar,1,740,6000000,740.0,8108.108108108108
Kharghar,1,636,5500000,636.0,8647.798742138364
Kharghar,1,680,4200000,680.0,6176.470588235294
Kharghar,3,1635,16500000,545.0,10091.743119266055
Kharghar,3,1500,13500000,500.0,9000.0
Kharghar,3,1850,22500000,616.6666666666666,12162.162162162162
Kharghar,1,610,5700000,610.0,9344.262295081968
Kharghar,1,655,4800000,655.0,7328.244274809161
Kharghar,1,660,4500000,660.0,6818.181818181818
Kharghar,1,650,4300000,650.0,6615.384615384615
Kharghar,1,680,4500000,680.0,6617.64705882353
Kharghar,1,670,5300000,670.0,7910.44776119403
Kharghar,1,655,4803000,655.0,7332.824427480916
Kharghar,3,1645,15500000,548.3333333333334,9422.492401215806
Kharghar,3,1395,13000000,465.0,9318.996415770609
Kharghar,1,615,4500000,615.0,7317.073170731707
Kharghar,1,670,5300000,670.0,7910.44776119403
Kharghar,1,765,6000000,765.0,7843.137254901961
Kharghar,1,650,5600000,650.0,8615.384615384615
Kharghar,1,655,4803000,655.0,7332.824427480916
Kharghar,3,1760,17500000,586.6666666666666,9943.181818181818
Kharghar,3,1415,12000000,471.6666666666667,8480.565371024735
Kharghar,3,1685,15000000,561.6666666666666,8902.077151335312
Kharghar,3,1650,16600000,550.0,10060.60606060606
Kharghar,3,1395,13000000,465.0,9318.996415770609
Kharghar,3,1650,16600000,550.0,10060.60606060606
Kharghar,3,1395,13000000,465.0,9318.996415770609
Kharghar,1,650,5700000,650.0,8769.23076923077
Kharghar,1,560,5500000,560.0,9821.42857142857
Kharghar,1,765,6000000,765.0,7843.137254901961
Kharghar,1,650,5600000,650.0,8615.384615384615
Kharghar,1,655,4900000,655.0,7480.916030534351
Kharghar,3,1390,13500000,463.3333333333333,9712.230215827338
Kharghar,3,1590,22000000,530.0,13836.477987421384
Kharghar,3,1760,17500000,586.6666666666666,9943.181818181818
Kharghar,3,1716,17800000,572.0,10372.960372960373
Kharghar,3,1635,15000000,545.0,9174.311926605504
Kharghar,2,1078,10000000,539.0,9276.437847866418
Kharghar,3,1760,17500000,586.6666666666666,9943.181818181818
Kharghar,2,1147,12500000,573.5,10897.994768962511
Kharghar,2,1197,13000000,598.5,10860.484544695071
Kharghar,3,1300,15000000,433.3333333333333,11538.461538461539
Kharghar,1,650,6200000,650.0,9538.461538461539
Kharghar,1,650,5500000,650.0,8461.538461538461
Kharghar,1,550,5000000,550.0,9090.90909090909
Kharghar,1,550,5500000,550.0,10000.0
Kharghar,1,650,4200000,650.0,6461.538461538462
Kharghar,1,700,5200000,700.0,7428.571428571428
Kharghar,1,646,4200000,646.0,6501.547987616099
Kharghar,1,650,6500000,650.0,10000.0
Kharghar,1,740,6000000,740.0,8108.108108108108
Kharghar,1,570,5000000,570.0,8771.929824561403
Kharghar,1,670,5500000,670.0,8208.955223880597
Kharghar,1,680,4200000,680.0,6176.470588235294
Kharghar,1,636,5500000,636.0,8647.798742138364
Kharghar,1,640,4300000,640.0,6718.75
Kharghar,3,1700,15500000,566.6666666666666,9117.64705882353
Kharghar,3,1635,16500000,545.0,10091.743119266055
Kharghar,3,1500,13500000,500.0,9000.0
Kharghar,3,1750,16000000,583.3333333333334,9142.857142857143
Kharghar,3,1590,22000000,530.0,13836.477987421384
Kharghar,3,1650,16600000,550.0,10060.60606060606
Kharghar,1,555,6000000,555.0,10810.81081081081
Kharghar,1,600,4900000,600.0,8166.666666666667
Kharghar,1,646,4200000,646.0,6501.547987616099
Kharghar,1,650,6500000,650.0,10000.0
Kharghar,1,650,4500000,650.0,6923.076923076923
Kharghar,1,740,6000000,740.0,8108.108108108108
Kharghar,1,670,5500000,670.0,8208.955223880597
Kharghar,1,640,4300000,640.0,6718.75
Kharghar,1,650,5500000,650.0,8461.538461538461
Kharghar,3,1400,13500000,466.6666666666667,9642.857142857143
Kharghar,3,1750,16000000,583.3333333333334,9142.857142857143
Kharghar,3,1780,15000000,593.3333333333334,8426.966292134832
Kharghar,1,700,5100000,700.0,7285.714285714285
Kharghar,1,625,5200000,625.0,8320.0
Kharghar,1,646,4200000,646.0,6501.547987616099
Kharghar,1,670,5500000,670.0,8208.955223880597
Kharghar,1,550,5500000,550.0,10000.0
Kharghar,1,650,6500000,650.0,10000.0
Kharghar,1,650,5400000,650.0,8307.692307692309
Kharghar,1,660,5300000,660.0,8030.30303030303
Kharghar,1,550,5500000,550.0,10000.0
Kharghar,1,570,5000000,570.0,8771.929824561403
Kharghar,3,1550,14000000,516.6666666666666,9032.258064516129
Kharghar,3,1760,17100000,586.6666666666666,9715.90909090909
Kharghar,3,1750,16000000,583.3333333333334,9142.857142857143
Kharghar,1,759,6000000,759.0,7905.138339920949
Kharghar,1,600,4850000,600.0,8083.333333333333
Kharghar,1,640,4300000,640.0,6718.75
Kharghar,1,550,4500000,550.0,8181.818181818182
Kharghar,1,620,4100000,620.0,6612.903225806452
Kharghar,1,550,5000000,550.0,9090.90909090909
Kharghar,1,745,5500000,745.0,7382.5503355704695
Kharghar,1,580,4500000,580.0,7758.620689655172
Kharghar,1,570,5000000,570.0,8771.929824561403
Kharghar,1,670,5300000,670.0,7910.44776119403
Kharghar,3,1845,19000000,615.0,10298.10298102981
Kharghar,3,1700,15500000,566.6666666666666,9117.64705882353
Kharghar,3,1400,13500000,466.6666666666667,9642.857142857143
Kharghar,3,1645,15500000,548.3333333333334,9422.492401215806
Kharghar,3,1585,16500000,528.3333333333334,10410.094637223974
Kharghar,2,1075,10000000,537.5,9302.32558139535
Kharghar,2,1155,10500000,577.5,9090.90909090909
Kharghar,1,625,4700000,625.0,7520.0
Kharghar,1,720,6200000,720.0,8611.111111111111
Kharghar,1,550,4500000,550.0,8181.818181818182
Kharghar,1,735,6900000,735.0,9387.755102040815
Kharghar,1,580,4500000,580.0,7758.620689655172
Kharghar,3,1750,16000000,583.3333333333334,9142.857142857143
Kharghar,2,1098,10500000,549.0,9562.841530054644
Kharghar,2,1000,9500000,500.0,9500.0
Kharghar,1,550,4500000,550.0,8181.818181818182
Kharghar,3,1650,16200000,550.0,9818.181818181818
Kharghar,3,1440,15000000,480.0,10416.666666666666
Kharghar,3,1370,13200000,456.6666666666667,9635.036496350365
Kharghar,2,1000,9500000,500.0,9500.0
Kharghar,3,1760,15000000,586.6666666666666,8522.727272727272
Kharghar,3,1675,16200000,558.3333333333334,9671.641791044776
Kharghar,2,1060,11000000,530.0,10377.358490566037
Kharghar,2,1150,11600000,575.0,10086.95652173913
Kharghar,1,670,5600000,670.0,8358.208955223881
Kharghar,3,1650,22000000,550.0,13333.333333333334
Kharghar,2,1360,14500000,680.0,10661.764705882353
Kharghar,2,1250,11500000,625.0,9200.0
Kharghar,3,1550,14900000,516.6666666666666,9612.90322580645
Kharghar,1,510,3850000,510.0,7549.019607843137
Kharghar,2,1251,12100000,625.5,9672.262190247802
Kharghar,3,1750,17500000,583.3333333333334,10000.0
Kharghar,3,1560,16500000,520.0,10576.923076923076
Kharghar,1,640,3700000,640.0,5781.25
Kharghar,3,1770,22000000,590.0,12429.378531073446
Kharghar,1,450,3100000,450.0,6888.888888888889
Kharghar,1,655,5500000,655.0,8396.946564885497
Kharghar,2,852,9500000,426.0,11150.234741784037
Kharghar,3,1600,17500000,533.3333333333334,10937.5
Kharghar,3,1502,16500000,500.6666666666667,10985.352862849533
Kharghar,3,1600,17500000,533.3333333333334,10937.5
Kharghar,1,650,4800000,650.0,7384.615384615385
Kharghar,3,1600,14000000,533.3333333333334,8750.0
Kharghar,2,1256,13500000,628.0,10748.407643312103
Kharghar,3,1600,16500000,533.3333333333334,10312.5
Kharghar,3,1600,16500000,533.3333333333334,10312.5
Kharghar,3,2030,21000000,676.6666666666666,10344.827586206897
Kharghar,3,1680,16000000,560.0,9523.809523809523
Kharghar,3,1810,17000000,603.3333333333334,9392.265193370165
Kharghar,4,3275,31100000,818.75,9496.18320610687
Kharghar,3,1680,16000000,560.0,9523.809523809523
Kharghar,3,1810,17000000,603.3333333333334,9392.265193370165
Kharghar,4,3275,31100000,818.75,9496.18320610687
Kharghar,4,3205,30400000,801.25,9485.179407176287
Kharghar,2,1305,12300000,652.5,9425.28735632184
Kharghar,2,1230,11600000,615.0,9430.894308943089
Kharghar,3,1725,16000000,575.0,9275.36231884058
Kharghar,3,1660,16500000,553.3333333333334,9939.759036144578
Kharghar,3,1700,18500000,566.6666666666666,10882.35294117647
Kharghar,2,1130,15500000,565.0,13716.814159292035
Kharghar,3,1810,17900000,603.3333333333334,9889.502762430939
Kharghar,4,3205,30400000,801.25,9485.179407176287
Kharghar,3,1482,13300000,494.0,8974.358974358975
Kharghar,2,1025,11200000,512.5,10926.829268292682
Kharghar,2,1131,11000000,565.5,9725.906277630416
Kharghar,1,500,3700000,500.0,7400.0
Kharghar,3,1700,18500000,566.6666666666666,10882.35294117647
Kharghar,1,750,5800000,750.0,7733.333333333333
Kharghar,3,1605,15500000,535.0,9657.320872274144
Kharghar,1,660,5300000,660.0,8030.30303030303
Kharghar,2,1100,10000000,550.0,9090.90909090909
Kharghar,2,1150,13000000,575.0,11304.347826086956
Kharghar,3,1850,16200000,616.6666666666666,8756.756756756757
Kharghar,2,1235,13500000,617.5,10931.174089068825
Kharghar,2,1050,10200000,525.0,9714.285714285714
Kharghar,2,1235,13500000,617.5,10931.174089068825
Kharghar,3,1440,14200000,480.0,9861.111111111111
Kharghar,1,612,5300000,612.0,8660.130718954248
Kharghar,1,676,5500000,676.0,8136.094674556213
Kharghar,1,650,5500000,650.0,8461.538461538461
Kharghar,3,1600,16000000,533.3333333333334,10000.0
Kharghar,1,650,4300000,650.0,6615.384615384615
Kharghar,4,2950,30000000,737.5,10169.49152542373
Kharghar,1,560,5500000,560.0,9821.42857142857
Kharghar,1,700,6000000,700.0,8571.42857142857
Kharghar,1,650,4500000,650.0,6923.076923076923
Kharghar,1,649,5500000,649.0,8474.57627118644
Kharghar,1,660,5500000,660.0,8333.333333333334
Kharghar,3,1600,14800000,533.3333333333334,9250.0
Kharghar,2,1150,11800000,575.0,10260.869565217392
Kharghar,1,650,5700000,650.0,8769.23076923077
Kharghar,1,650,5700000,650.0,8769.23076923077
Kharghar,1,750,6500000,750.0,8666.666666666666
Kharghar,1,630,4200000,630.0,6666.666666666667
Kharghar,1,650,5700000,650.0,8769.23076923077
Kharghar,1,540,4800000,540.0,8888.888888888889
Kharghar,4,2355,30000000,588.75,12738.853503184713
Kharghar,4,2250,21000000,562.5,9333.333333333334
Kharghar,1,635,4100000,635.0,6456.692913385827
Kharghar,1,600,7000000,600.0,11666.666666666666
Kharghar,1,690,5200000,690.0,7536.231884057971
Kharghar,1,600,7500000,600.0,12500.0
Kharghar,1,560,7100000,560.0,12678.57142857143
Kharghar,2,1000,13000000,500.0,13000.0
Kharghar,2,1185,15500000,592.5,13080.168776371309
Kharghar,3,1435,15500000,478.3333333333333,10801.393728222996
Kharghar,3,1530,15000000,510.0,9803.921568627451
Kharghar,1,390,5300000,390.0,13589.74358974359
Kharghar,1,600,9500000,600.0,15833.333333333334
Kharghar,2,1000,13500000,500.0,13500.0
Kharghar,3,1300,12900000,433.3333333333333,9923.076923076924
Kharghar,1,650,9600000,650.0,14769.23076923077
Kharghar,2,1083,11000000,541.5,10156.971375807942
Kharghar,2,1083,11000000,541.5,10156.971375807942
Kharghar,2,1140,15500000,570.0,13596.491228070176
Kharghar,3,1530,15500000,510.0,10130.718954248367
Kharghar,3,1414,12000000,471.3333333333333,8486.562942008486
Kharghar,2,1000,16000000,500.0,16000.0
Kharghar,3,1600,14500000,533.3333333333334,9062.5
Kharghar,1,675,9500000,675.0,14074.074074074075
Kharghar,2,800,11000000,400.0,13750.0
Kharghar,1,590,6000000,590.0,10169.49152542373
