Location,size,Area,Price,area_per_bhk,price_per_area
Anna Nagar,3,1215,16399999,405.0,13497.941563786007
Anna Nagar,3,1215,16399999,405.0,13497.941563786007
Anna Nagar,3,1215,20000000,405.0,16460.90534979424
Anna Nagar,3,2050,20099999,683.3333333333334,9804.87756097561
Anna Nagar,2,960,6998999,480.0,7290.623958333334
Anna Nagar,2,1560,7659000,780.0,4909.615384615385
Anna Nagar,2,1150,10200000,575.0,8869.565217391304
Anna Nagar,3,2232,31200000,744.0,13978.494623655914
Anna Nagar,2,990,5598000,495.0,5654.545454545455
Avadi,1,677,2675000,677.0,3951.2555391432793
Avadi,1,574,2295000,574.0,3998.257839721254
Avadi,1,570,2450000,570.0,4298.245614035088
Avadi,1,570,2460000,570.0,4315.789473684211
Avadi,1,677,2700000,677.0,3988.1831610044314
Avadi,1,570,2279000,570.0,3998.245614035088
Avadi,1,578,2311000,578.0,3998.2698961937717
Avadi,1,578,2311000,578.0,3998.2698961937717
Avadi,1,570,2279000,570.0,3998.245614035088
Avadi,2,825,4314000,412.5,5229.090909090909
Avadi,2,810,4292000,405.0,5298.765432098766
Avadi,2,910,5112000,455.0,5617.582417582417
Avadi,1,463,7195999,463.0,15542.114470842333
Avadi,1,570,2950000,570.0,5175.438596491228
Avadi,2,920,5500000,460.0,5978.260869565217
Ayanambakkam,2,1131,6500000,565.5,5747.126436781609
Ayanambakkam,4,2089,13200000,522.25,6318.812829104835
Ayanambakkam,2,1159,6500000,579.5,5608.283002588439
Ayanambakkam,2,1159,6498999,579.5,5607.41932700604
Ayanambakkam,2,1131,5506000,565.5,4868.258178603006
Ayanambakkam,2,1159,6498999,579.5,5607.41932700604
Ayanambakkam,2,1037,4445000,518.5,4286.403085824494
Ayanambakkam,2,927,4170000,463.5,4498.3818770226535
Ayanambakkam,2,932,4680000,466.0,5021.459227467811
Ayanambakkam,2,1046,4654000,523.0,4449.330783938814
Ayanambakkam,2,1045,4698000,522.5,4495.693779904306
Ayanambakkam,2,1043,4694000,521.5,4500.479386385427
Ayanambakkam,2,1040,4609000,520.0,4431.7307692307695
Ayanambakkam,2,1050,4604000,525.0,4384.761904761905
Ayanambakkam,2,1049,4649000,524.5,4431.839847473784
Ayanambakkam,2,1030,4645000,515.0,4509.708737864078
Ayanambakkam,2,1029,4264000,514.5,4143.828960155491
Ayanambakkam,2,1039,4260000,519.5,4100.09624639076
Ayanambakkam,2,1038,4255000,519.0,4099.2292870905585
Ayanambakkam,2,952,4435000,476.0,4658.6134453781515
Ayanambakkam,2,933,4193000,466.5,4494.105037513397
Ayanambakkam,2,1004,4147999,502.0,4131.473107569721
Ayanambakkam,2,927,4170000,463.5,4498.3818770226535
Ayanambakkam,2,932,4680000,466.0,5021.459227467811
Ayanambakkam,2,1046,4654000,523.0,4449.330783938814
Ayanambakkam,2,1045,4698000,522.5,4495.693779904306
Ayanambakkam,2,1043,4694000,521.5,4500.479386385427
Ayanambakkam,2,1040,4609000,520.0,4431.7307692307695
Ayanambakkam,2,1050,4604000,525.0,4384.761904761905
Ayanambakkam,2,1049,4649000,524.5,4431.839847473784
Ayanambakkam,2,1030,4645000,515.0,4509.708737864078
Ayanambakkam,2,1029,4264000,514.5,4143.828960155491
Ayanambakkam,2,1039,4260000,519.5,4100.09624639076
Ayanambakkam,2,1038,4255000,519.0,4099.2292870905585
Ayanambakkam,2,953,4251000,476.5,4460.6505771248685
Ayanambakkam,2,952,4577000,476.0,4807.773109243697
Ayanambakkam,2,951,4573000,475.5,4808.622502628812
Ayanambakkam,2,950,4246000,475.0,4469.473684210527
Ayanambakkam,2,1023,5541000,511.5,5416.422287390029
Ayanambakkam,4,2193,9750000,548.25,4445.9644322845415
Ayapakkam,3,1191,6500000,397.0,5457.5986565911
Ayapakkam,3,1191,6400000,397.0,5373.635600335852
Ayapakkam,3,1330,7200000,443.3333333333333,5413.533834586467
Ayapakkam,3,1183,6400000,394.3333333333333,5409.9746407438715
Ayapakkam,3,1331,5705000,443.6666666666667,4286.2509391435015
Ayapakkam,3,1244,5691000,414.6666666666667,4574.75884244373
Ayapakkam,3,1214,5597000,404.6666666666667,4610.378912685338
Ayapakkam,3,1211,5500000,403.6666666666667,4541.701073492981
Ayapakkam,2,755,4042000,377.5,5353.64238410596
Choolaimedu,2,1017,8644000,508.5,8499.508357915438
Choolaimedu,2,1017,8644000,508.5,8499.508357915438
Choolaimedu,2,1017,8644000,508.5,8499.508357915438
Choolaimedu,2,1017,8644000,508.5,8499.508357915438
Choolaimedu,2,849,7216000,424.5,8499.411071849234
Choolaimedu,2,849,7216000,424.5,8499.411071849234
Choolaimedu,2,849,7216000,424.5,8499.411071849234
Choolaimedu,2,849,7216000,424.5,8499.411071849234
Choolaimedu,2,840,8700000,420.0,10357.142857142857
Choolaimedu,2,1030,4635000,515.0,4500.0
Choolaimedu,2,840,5775000,420.0,6875.0
Choolaimedu,2,865,5644000,432.5,6524.85549132948
Chromepet,2,900,6500000,450.0,7222.222222222223
Chromepet,1,550,3800000,550.0,6909.090909090909
Chromepet,2,900,6600000,450.0,7333.333333333333
Chromepet,2,900,6948999,450.0,7721.11
Chromepet,2,895,6912000,447.5,7722.905027932961
Chromepet,2,875,6765000,437.5,7731.428571428572
Chromepet,2,945,4299000,472.5,4549.206349206349
Chromepet,2,942,5181000,471.0,5500.0
Chromepet,2,795,4372000,397.5,5499.37106918239
Chromepet,2,896,4928000,448.0,5500.0
Chromepet,2,941,6580000,470.5,6992.561105207226
Chromepet,2,924,7000000,462.0,7575.757575757576
Chromepet,2,924,7000000,462.0,7575.757575757576
Chromepet,2,900,5220000,450.0,5800.0
